,Address,Total_Rec,Total_Sent,Balance,N_TX,N_Rec,N_Sent,Avg_Rec,Min_Rec,Max_Rec,Avg_Sent,Min_Sent,Max_Sent,Time_Between_FirstLast,Avg_Delta_Rec,Min_Delta_Rec,Max_Delta_Rec,Avg_Delta_Sent,Min_Delta_Sent,Max_Delta_Sent,Unique_Rec,Unique_Sent,Month
9706,3Qsp9bfFbQLNHNo5WMFeZ1vzUafaGm7Hv7,929680,929680,0,2,1,1,929680.0,929680,929680,929680.0,929680,929680,452,0.0,0,0,0.0,0,0,3,8,11
9707,bc1qwq8v0tg8lmcpeqt6y0cpmpthgqh2h57p5wqpc8,64487810,64487810,0,34,19,19,3394095.263157895,166023,7685800,3394095.263157895,166023,7685800,20553351,1141711.5,1121,11856508,1133447.388888889,0,11856848,71,7029,11
9708,bc1q89cw0t4entw6f2ectmdc2f8wtvfk7zkh4w7wnv,554394415,554394415,0,237,97,100,2446479.175257732,7731,14688209,2480303.7,7731,14688209,7318910,72571.46875,0,842748,73906.29292929293,0,1249032,36,76,11
9709,12vEUQkqGRU4zDC7AqZChP5saTwyeTQxoe,1031923,1031923,0,2,1,1,1031923.0,1031923,1031923,1031923.0,1031923,1031923,4071,0.0,0,0,0.0,0,0,1,3,11
9710,bc1q63pe86p9ygj6atpfatmru6hq3he5ztxyqf3xyw,19309445,19309445,0,2,1,1,19309445.0,19309445,19309445,19309445.0,19309445,19309445,2342,0.0,0,0,0.0,0,0,1,8,11
9711,14dJRoKyj2i83uRbTUeKqhFMwvFZcpiXyn,1350017041384,1348887361963,1129679421,8354,100,105,304174799.59,2941065,500000000,283961017.06666666,12672042,500000000,219016,2212.282828282828,23,16092,2105.923076923077,0,16092,2,86,11
9712,bc1qlygu4kxlskvr3s4jflfarldl0lr7nm34k2lmjc,65103795,65103795,0,142,70,72,657688.7,2230,7569476,685916.5277777778,2230,7569476,12814285,185689.73913043478,320,1262735,180482.88732394367,0,1153445,93,6714,11
9713,bc1qgu6fzmmsg5g0gmj2qkpczfmpfqskterahn44wl,857206,0,857206,1,1,1,857206.0,857206,857206,0.0,0,0,0,0.0,0,0,0.0,0,0,1,0,11
9714,1L6WZMUo2gtFthPkVocot6gr7j1Symfchk,21716468,21716468,0,46,23,23,944194.2608695652,163996,1554230,944194.2608695652,163996,1554230,8681786,394548.04545454547,74080,1948342,390921.36363636365,79758,1927482,18,212,11
9715,129iYVLbr6sVL1Qp6qFHPwzWXQYrodKXHU,12356740,12356740,0,2,1,1,12356740.0,12356740,12356740,12356740.0,12356740,12356740,76945,0.0,0,0,0.0,0,0,2,3,11
9716,3NwBh1vUR9ukuPbA42gKVvteUSbUqVCXM1,67082200756,67082200756,0,815,46,65,171017404.3478261,29996000,249998000,156025270.76923078,29993000,249998000,7097674,99934.37777777777,3713,865603,110901.15625,0,3126064,3256,222,11
9717,3KsivGFbu6ywztt5tC1BJym7mySfmWu2Bv,2833440,2833440,0,4,2,2,1416720.0,1346022,1487418,1416720.0,1346022,1487418,608835,0.0,0,0,0.0,0,0,4,4,11
9718,bc1qmpfyjgru5eq23u0jsg5nmnhf7tdaddmrvhf0dj,632004,0,632004,1,1,1,632004.0,632004,632004,0.0,0,0,0,0.0,0,0,0.0,0,0,1,1,11
9719,bc1q7cc65rf9rms22pmpm0kl8fgv808f2zu5dmlzjc,3372000,3372000,0,6,3,3,1124000.0,171000,2916000,1124000.0,171000,2916000,10874229,5415417.0,342659,10488175,5436399.5,351250,10521549,12,232,11
9720,3QwE7Y5eLkW9Q7rAcd3Sc68rwqza9FXeyy,383161,383161,0,2,1,1,383161.0,383161,383161,383161.0,383161,383161,12753,0.0,0,0,0.0,0,0,5,78,11
9721,1EFY52bW7BGZWzYW1coTFaeuH6MmEZRfx5,88943819384,88883533495,60285889,58566,97,82,2411058.4536082475,7188,21155290,2337858.1585365855,7188,21155290,203333,2118.0520833333335,3,18358,1835.148148148148,0,83146,556,4964,11
9722,3B3GwBDXkfJo2uveUTiNX5umWefvK8PDRQ,77950987,77950987,0,2,1,1,77950987.0,77950987,77950987,77950987.0,77950987,77950987,530,0.0,0,0,0.0,0,0,1,3,11
9723,38oB7TMCsWLrLMAemSwxuWoVdEVTbiAVG8,120574062,120574062,0,787,51,66,145690.0588235294,42242,402485,143011.5606060606,42242,402485,4507622,68748.68,342,435986,69348.03076923077,0,536627,476,78,11
9724,bc1qh80mm22zfhj7xd4kr7wlrgvgyfpxulhyxfcwd8,884113,884113,0,2,1,1,884113.0,884113,884113,884113.0,884113,884113,5976176,0.0,0,0,0.0,0,0,1,3,11
9725,bc1qmexf6c64c7xjk5dr05lyup3kmj087lh88pwvfg,884393,884393,0,8,4,4,221098.25,168783,250622,221098.25,168783,250622,6191489,2047181.3333333333,697499,4328449,2062259.3333333333,706763,4293843,23,5,11
9726,bc1q0t7dkwvcdufpah75a3ka36qrrszh906l7s7dma,16053977,16053977,0,2,1,1,16053977.0,16053977,16053977,16053977.0,16053977,16053977,169343,0.0,0,0,0.0,0,0,1,3,11
9727,bc1qt46e5eq7h3pn6d9ygt9k38yfyjmqgg0aygazev,3909841,3909841,0,2,1,1,3909841.0,3909841,3909841,3909841.0,3909841,3909841,80673,0.0,0,0,0.0,0,0,2,2,11
9728,bc1q2auelq9t3s2vf46f3mecc9aau7aaguhd7wwrg9,2167282,2167282,0,2,1,1,2167282.0,2167282,2167282,2167282.0,2167282,2167282,22892604,0.0,0,0,0.0,0,0,1,18,11
9729,bc1qnn8exd39na6f7n0v0juv704sm564pdn5lamx8y,1446494,1446494,0,2,1,1,1446494.0,1446494,1446494,1446494.0,1446494,1446494,672,0.0,0,0,0.0,0,0,122,1,11
9730,bc1qfxwflfnsp3lq67jzg0zd8x0jyq2rv55fg5hcnyszsarvhamhhrksyltrt7,219235573,219235573,0,44,43,43,5098501.697674419,218608,9725977,5098501.697674419,218608,9725977,16658,386.57142857142856,62,1444,367.1190476190476,62,1444,3,49,11
9731,bc1qnhfatk4r3yedgeqy378ac9r2cqun5vh7tssj7q,558839334,558839334,0,2,1,1,558839334.0,558839334,558839334,558839334.0,558839334,558839334,1,0.0,0,0,0.0,0,0,1,3,11
9732,bc1q646vxnez0sauaq5qq3kpkwcfx6ew67ss3gqfg8,1017084422,1017081439,2983,536,99,105,1958732.7676767677,3205,11356729,1973337.0380952382,3205,11904764,4773477,47782.642857142855,146,525516,45898.817307692305,0,530644,7,111,11
9733,bc1q88tcpn4q20evc8zf30kw5hev87rnwn4lvrw9pr,72000,72000,0,2,1,1,72000.0,72000,72000,72000.0,72000,72000,486621,0.0,0,0,0.0,0,0,2,3,11
9734,1M6188VCpVHSGkTdqTFbYWELaDLc3EFtDm,471037,471037,0,2,1,1,471037.0,471037,471037,471037.0,471037,471037,2731,0.0,0,0,0.0,0,0,1,1,11
9735,bc1q8vx2qwudy7wqm7sfrqle9c9zrg3kf985650jnx,117094050,117094050,0,2,1,1,117094050.0,117094050,117094050,117094050.0,117094050,117094050,3,0.0,0,0,0.0,0,0,1,3,11
9736,3JZaW8a8bMWSJjX4s99nVHVgAY3yRW23c7,1000000,1000000,0,2,1,1,1000000.0,1000000,1000000,1000000.0,1000000,1000000,632124,0.0,0,0,0.0,0,0,2,2,11
9737,bc1qyc4g88qzh7whh2eyq5ets23z44f2ysaq4eq2p6,226318,226318,0,2,1,1,226318.0,226318,226318,226318.0,226318,226318,1542793,0.0,0,0,0.0,0,0,4,3,11
9738,3FMzLo3AGdfz3PhapFMZ3XM8nyRhvNi42T,854335899,854335899,0,179,58,59,8706210.068965517,615968,46584640,8719651.118644068,615968,46584640,2509940,42479.350877192985,141,332566,43274.8275862069,0,332527,44,48,11
9739,bc1qk2mwk936mj40l2c4plw6jpfkt5wwc82w4f72et,339028579,339028579,0,2,1,1,339028579.0,339028579,339028579,339028579.0,339028579,339028579,0,0.0,0,0,0.0,0,0,1,3,11
9740,bc1qus3v55jc60ullrmhmq3zqkcxw7u6qjwq35y5z2,997783,997783,0,2,1,1,997783.0,997783,997783,997783.0,997783,997783,5552,0.0,0,0,0.0,0,0,9,2,11
9741,bc1p7qxrwaqac64v2jg7h9kgkfsp3laalge4ljy765n2p9ejlrrgjchqamwys2,18176,0,18176,1,1,1,18176.0,18176,18176,0.0,0,0,0,0.0,0,0,0.0,0,0,1,0,11
9742,1JZcwxGEEh2GGGoeFKQpMovxKRFhP4bAC7,48936053,48936053,0,2,1,1,48936053.0,48936053,48936053,48936053.0,48936053,48936053,286950,0.0,0,0,0.0,0,0,1,3,11
9743,bc1q6nsyrupgejg7g0j0us9md79ptnlnzpgzqzj8hy,858243,858243,0,2,1,1,858243.0,858243,858243,858243.0,858243,858243,11693,0.0,0,0,0.0,0,0,3,3,11
9744,bc1qtrqu4w5glk49llwttvt3cp2thrypkymvsad9ep,9996891,9996891,0,2,1,1,9996891.0,9996891,9996891,9996891.0,9996891,9996891,432310,0.0,0,0,0.0,0,0,7,3,11
9745,bc1qdpsfsl3w64s0hxk69zujjmpws8d7xln9ush7kl,136688,136688,0,2,1,1,136688.0,136688,136688,136688.0,136688,136688,27638,0.0,0,0,0.0,0,0,240,2,11
9746,3HPkpv3RfWvBKhUDfQ6qHuzH18QAQe16ye,150012,150012,0,2,1,1,150012.0,150012,150012,150012.0,150012,150012,50298,0.0,0,0,0.0,0,0,735,2,11
9747,37xG69Fyc6WZvT2yWjQ5T5aFWUwELg4ScA,438848221,438848221,0,5302,63,76,106211.69841269842,48936,200000,107947.98684210527,48936,200000,612019,9399.112903225807,112,172619,8160.253333333333,0,169200,15950,643,11
9748,bc1qh4gw29nfd77kqvlx2nu02j6zhpylzmsks472da,6228913,6228913,0,2,1,1,6228913.0,6228913,6228913,6228913.0,6228913,6228913,80766,0.0,0,0,0.0,0,0,2,1,11
9749,bc1qwrfwr22vlv4ct5d4q5mdcvae4ed5pwuegd6ky6,7066367,7066367,0,2,1,1,7066367.0,7066367,7066367,7066367.0,7066367,7066367,2139,0.0,0,0,0.0,0,0,4,6,11
9750,3P5LhqrAqK9KysEvKqRD3MgXkZJiM8rJry,995601,995601,0,2,1,1,995601.0,995601,995601,995601.0,995601,995601,108522,0.0,0,0,0.0,0,0,11,4,11
9751,17ogcMX5zL5maob96rL79aYrDxbyqwxU8h,10221681,10221681,0,2,1,1,10221681.0,10221681,10221681,10221681.0,10221681,10221681,148,0.0,0,0,0.0,0,0,1,3,11
9752,bc1qhvsmcc0zv8wm66wyegcthxcv7ut3hfw7r0c7xl,540275,540275,0,2,1,1,540275.0,540275,540275,540275.0,540275,540275,690209,0.0,0,0,0.0,0,0,2,3,11
9753,bc1q20hstvljt5ygy2autw0xyp4vn5smwxc5zlewxa,9273000,9273000,0,2,1,1,9273000.0,9273000,9273000,9273000.0,9273000,9273000,555,0.0,0,0,0.0,0,0,1,27,11
9754,37Br235ia3cojw9fJN4MywDSbPEv8LSJDy,8653612,8653612,0,2,1,1,8653612.0,8653612,8653612,8653612.0,8653612,8653612,1501,0.0,0,0,0.0,0,0,1,4,11
9755,13QxdoJHfJthzy12mGgxWQuovfgKuzy5Qm,45851078,45312985,538093,478,52,49,148869.4423076923,60000,182795,150634.42857142858,60000,182795,4520739,87883.17647058824,1114,223173,87701.3125,0,254331,59,967,11
9756,bc1q5pnhsxh73ez3mw546g2awhrp6s9l23a3yh0svz,173435277,173363620,71657,38,31,27,5594686.354838709,10726,118333985,6420874.814814814,17309,118333985,23250241,775008.0333333333,441,6814669,894218.0,0,6814346,37,251,11
9757,3Cx5XB8WwDgr6diA51QfPfLeJ2P5dg2H7M,127043,127043,0,2,1,1,127043.0,127043,127043,127043.0,127043,127043,808390,0.0,0,0,0.0,0,0,727,3,11
9758,1BVWaQqMUsH2n95GqKSsdm15bt7NdqyUYK,90398,90398,0,2,1,1,90398.0,90398,90398,90398.0,90398,90398,113859,0.0,0,0,0.0,0,0,595,2,11
9759,bc1qvn643asspg36s59mlgwqpj0mk39grprswccvha,1752830,1752830,0,2,1,1,1752830.0,1752830,1752830,1752830.0,1752830,1752830,407,0.0,0,0,0.0,0,0,1,2,11
9760,12s5Auc1FMDPupL55YUdx8fRxrzphG6qEj,8719183,8719183,0,2,1,1,8719183.0,8719183,8719183,8719183.0,8719183,8719183,156905218,0.0,0,0,0.0,0,0,4,2,11
9761,1PPwbnaFC4tK1XcnQM1Xf1nAFyMncTHx9G,662625164,662625164,0,184,50,51,10258328.54,3452256,29515684,10160057.94117647,3452256,29515684,16840797,339912.5714285714,11214,1363264,336815.94,0,1353589,1736,987,11
9762,bc1qkz09hj3ddh8x2nt2820tq6w69nkfyjlkly0nlh,328926,328926,0,2,1,1,328926.0,328926,328926,328926.0,328926,328926,18579,0.0,0,0,0.0,0,0,1,11,11
9763,bc1qrsm6y7wm4kfagtpuzcm365uxa99umhnn937ek9,5035865,5035865,0,8,4,4,1258966.25,477000,2813865,1258966.25,477000,2813865,698763,231303.66666666666,10331,607275,231972.0,8289,609148,14,209,11
9764,bc1qckhwuk5uf5ypuly7p2vvm7gcmm7s6p0mpmezy9,5845447,5845447,0,2,1,1,5845447.0,5845447,5845447,5845447.0,5845447,5845447,160185,0.0,0,0,0.0,0,0,1,2,11
9765,bc1q89czgf4ak9nrp6me6xgyhkf42zqgm933dyy0vn,915929509,915929509,0,3002,50,50,608636.6,56763,2602750,608636.6,56763,2602750,1010428,20618.408163265307,1516,94214,20617.551020408162,1507,94778,104,5216,11
9766,bc1qtfv2000x5f2xcszj0wyt6crpe4p2az4kg96ufk,25905075,25905075,0,4,2,2,12952537.5,7784233,18120842,12952537.5,7784233,18120842,258238,0.0,0,0,0.0,0,0,2,5,11
9767,bc1qp7c3w7df2vt0nj5mfue48967feefzptfmyqxtd,120763,120763,0,2,1,1,120763.0,120763,120763,120763.0,120763,120763,6885,0.0,0,0,0.0,0,0,2,237,11
9768,19Pqd1wRqcM5DYiKtz12xvsYoEWmGK2QVa,422388938665,422274561907,114376758,3817,70,69,9627518.42857143,47636,148033724,8122090.173913044,47636,148033724,231477,3349.710144927536,600,13817,3388.794117647059,0,14817,1439,2,11
9769,bc1qavljtpajz0s28jh9nezmdqk92t890vdn2yl38x,2260342,2260342,0,2,1,1,2260342.0,2260342,2260342,2260342.0,2260342,2260342,1391177,0.0,0,0,0.0,0,0,1,2,11
9770,bc1q3wglxlppvzt579qr4ssd8n2955uud94wgdhujaffj6890mte593srtr4vg,307003309,307003309,0,49,48,48,6395902.270833333,102710,14160834,6395902.270833333,102710,14160834,58433,1204.4468085106382,3,7418,1098.872340425532,3,7418,3,53,11
9771,bc1qffk8zfspy9ym47uhs4n67wche96wggpg8sgr00,483554,483554,0,2,1,1,483554.0,483554,483554,483554.0,483554,483554,1729,0.0,0,0,0.0,0,0,1,2,11
9772,bc1qcsx0xjlpnftukl3gnh9m3drq0m5xerljsmtz29,5614,5614,0,2,1,1,5614.0,5614,5614,5614.0,5614,5614,174614,0.0,0,0,0.0,0,0,4,2,11
9773,bc1q4yeuqwqxn63c9hn2gq4lajwy63zg3kk2jplg2q,330453565,330453565,0,2,1,1,330453565.0,330453565,330453565,330453565.0,330453565,330453565,178,0.0,0,0,0.0,0,0,1,3,11
9774,bc1qe4gej47vt8nvds24v67dq8rq4pa0t39py2l7un,363753174,363753174,0,10,5,5,72750634.8,38546066,101960273,72750634.8,38546066,101960273,3778,811.0,50,2453,926.0,280,2451,4,14,11
9775,bc1qj3ejd5240upx0fn49p0j88n0ltppqgqac5fuvq,455589734,455589734,0,2,1,1,455589734.0,455589734,455589734,455589734.0,455589734,455589734,1200,0.0,0,0,0.0,0,0,1,62,11
9776,bc1qze7rlqlc68ycwzku5g8gqnq9a8g8vwclz8rwcf,75321586,75321586,0,96,50,50,1506431.72,248171,4746659,1506431.72,248171,4746659,20733031,422939.612244898,460,1312251,422879.8775510204,0,1314946,5403,454,11
9777,bc1qnu8j64dqzpfu2k5tsp5erx04hn8kq78wyq3aq7,111717,111717,0,2,1,1,111717.0,111717,111717,111717.0,111717,111717,75739,0.0,0,0,0.0,0,0,2,2,11
9778,322EomUsnKH1DhH3K8H4WBuVRCpnPXTaAo,482992,482992,0,2,1,1,482992.0,482992,482992,482992.0,482992,482992,2712,0.0,0,0,0.0,0,0,2,3,11
9779,bc1qfuuh2lpzll8y629s0tyveyv37ya3jkm8akvt6v,32233206,32233206,0,5,3,3,10744402.0,1833618,25781701,10744402.0,1833618,25781701,189266,93782.0,361,187203,81842.5,0,163685,1,105,11
9780,bc1qjdng50a4wqpapkm54uv0texrsr6lq6melg77mn,2852105637,2852105637,0,3268,48,66,583469.5,305882,4999692,853571.5454545454,305882,4999692,3633247,77045.51063829787,0,1595546,55896.10769230769,0,1649791,338,145,11
9781,3BE8zrh55jWq7ZPExarPh4q7WpTQaauKjW,619626,619626,0,2,1,1,619626.0,619626,619626,619626.0,619626,619626,38127,0.0,0,0,0.0,0,0,616,3,11
9782,bc1q8hjyfts2dgy47wkels78yr8gxmwsl5934us7jz,5007880,5007880,0,2,1,1,5007880.0,5007880,5007880,5007880.0,5007880,5007880,109968,0.0,0,0,0.0,0,0,1,3,11
9783,37R5qunEEHUSLaKptoLihKoSoy9vFneMoe,784000,784000,0,2,1,1,784000.0,784000,784000,784000.0,784000,784000,7281,0.0,0,0,0.0,0,0,227,13,11
9784,bc1qts3gqghp22r846su27aam4cy2me0dxl8treswm,1375767391,1375767391,0,306,87,91,741382.4827586206,126525,6034028,742727.7032967033,126525,6034028,5709604,56342.22093023256,105,612539,62094.36666666667,0,1111361,446,91,11
9785,bc1qe9aeedxg08ttrnn8vh4fld0tcrevkc0mz7qrhu,7833820,7833820,0,2,1,1,7833820.0,7833820,7833820,7833820.0,7833820,7833820,5209,0.0,0,0,0.0,0,0,1,5,11
9786,1JuK6nBwMAg9fze8jUqkE5TDLEhHrfMZED,5693,0,5693,1,1,1,5693.0,5693,5693,0.0,0,0,0,0.0,0,0,0.0,0,0,1,1,11
9787,bc1qyx0wx5se4xm7rln6euv753uy00tdhy0fkt6xke,191000,191000,0,2,1,1,191000.0,191000,191000,191000.0,191000,191000,34788,0.0,0,0,0.0,0,0,20,2,11
9788,bc1qpd2z5fh72wf5gcyy3clp5zh4d56mjnfvn6z2rn,12950166,12943177,6989,45,45,42,287781.4666666667,765,1580313,308170.88095238095,1703,1580313,16226172,368776.63636363635,171,3325534,395170.60975609755,0,3327251,47,3957,11
9789,bc1qm0rl4k5cqvnyj6ery9z4q6xumk406jvg2f4dc3,51063359,51063359,0,151,55,56,593636.6909090909,510327,743120,596506.6071428572,510327,754352,11084903,201609.3148148148,165644,266151,201543.69090909092,0,547588,1,6075,11
9790,bc1q44yr3rqstcd0kvyesn5ptj7jkl8n9vsxqkru0k,47087771,47087771,0,51,33,33,1426902.1515151516,1001,10322701,1426902.1515151516,1001,10322701,25089924,783946.25,119,5611340,783791.6875,0,5609497,47,4216,11
9791,bc1qdz0f0923q252a3w4s8a43dxxsl6k23vzh2qd4p,419688,419688,0,2,1,1,419688.0,419688,419688,419688.0,419688,419688,16955,0.0,0,0,0.0,0,0,130,2,11
9792,bc1qevslxeceezyp36z0pfh6la0gl2ancdvyf2cmxq,108768743,108768743,0,97,72,72,1510676.986111111,28600,11260000,1510676.986111111,28600,11260000,10426274,146810.0985915493,66,1559905,146824.2676056338,0,1565955,39,186,11
9793,bc1qpeutwx6062ltg7xfgqygdgk798vtxk7wanzwyd,4883490,4883490,0,2,1,1,4883490.0,4883490,4883490,4883490.0,4883490,4883490,175925,0.0,0,0,0.0,0,0,29,3,11
9794,bc1qk5596v2wgjusd57p9y3wzuuuqpdd5erm03djn4,583515,583515,0,4,2,2,291757.5,102223,481292,291757.5,102223,481292,13490,0.0,0,0,0.0,0,0,20,59,11
9795,bc1ql79kzdevk8cc0d0zcn8adkjucxwnz07qll3n9l,107034832,107034832,0,39,22,22,4865219.636363637,659538,23500000,4865219.636363637,659538,23500000,15492768,729228.0,445,7244193,737707.380952381,0,7254238,57,151,11
9796,bc1qvexqqjfdanc2r8lqjxfe79pj49g52yw0vyvy9v,2648099,2648099,0,2,1,1,2648099.0,2648099,2648099,2648099.0,2648099,2648099,11359,0.0,0,0,0.0,0,0,1,2,11
9797,bc1quc4d8aag2prxcdxtwthvukgqez683u4kpdra44,527730,527730,0,2,1,1,527730.0,527730,527730,527730.0,527730,527730,1292,0.0,0,0,0.0,0,0,4,182,11
9798,bc1qz20mjtj7rw6rke9zf7pu6v5y5tmljx6c4zmtan,4430137,4430137,0,3,2,2,2215068.5,3955,4426182,2215068.5,3955,4426182,282804,0.0,0,0,0.0,0,0,2,4,11
9799,19LJSKdiRdMsuQK9VE1BcAcjVRnUATmWj7,2832,0,2832,1,1,1,2832.0,2832,2832,0.0,0,0,0,0.0,0,0,0.0,0,0,1,1,11
9800,bc1qwvf49xu4vr45ekxzerp55gy94rcg8vqeskuyhm,5436613,5436613,0,2,1,1,5436613.0,5436613,5436613,5436613.0,5436613,5436613,15,0.0,0,0,0.0,0,0,2,1,11
9801,bc1qg7vpr4m2pr3mudpj8370xnnrxhu4gvxf863p38,9467476,9467476,0,2,1,1,9467476.0,9467476,9467476,9467476.0,9467476,9467476,10165,0.0,0,0,0.0,0,0,2,2,11
9802,1ED2Kfk9fCYAtK69fmLmVCdx4CDsH25sq2,28718164,28718164,0,12,6,6,4786360.666666667,1200000,10000000,4786360.666666667,1200000,10000000,96027,19033.4,3758,58963,18936.8,2502,56922,14,13,11
9803,bc1qnh3qnadn0cmw8ru3ujux645nc5qwljfpm9fnmd,503992,503992,0,6,3,3,167997.33333333334,112442,252264,167997.33333333334,112442,252264,768937,382172.0,251454,512890,382124.5,255078,509171,5,8,11
9804,bc1qav05xn7vy6m2s96kxprgk4ml6zw04wvktgt2ry,294984,294984,0,2,1,1,294984.0,294984,294984,294984.0,294984,294984,13479,0.0,0,0,0.0,0,0,1,3,11
9805,bc1q492eagcsxnd08fxzxmpga2k9j0lvspyq7r0t62,3479099,3479099,0,24,13,13,267623.0,18290,1016224,267623.0,18290,1016224,10156365,839605.3333333334,94897,2186591,846334.4166666666,10940,2281302,1,24,11
9806,bc1q6kxymxazfj6vkysx4vv62qqqez80pl00ku9gga,3219,3219,0,2,1,1,3219.0,3219,3219,3219.0,3219,3219,6690090,0.0,0,0,0.0,0,0,2,2,11
9807,bc1q2zzjh8wc4j6ny5g7jggdg99kzv9scc6hctcv4l,13964,13964,0,2,1,1,13964.0,13964,13964,13964.0,13964,13964,67856,0.0,0,0,0.0,0,0,3,3,11
9808,1QABoLTfgBDfysozxRqgRmso8ybsru1XGP,59036,59036,0,2,1,1,59036.0,59036,59036,59036.0,59036,59036,2255,0.0,0,0,0.0,0,0,3,2,11
9809,1Ecm8Rg2FWb1HRETNhdytwWMr5KtdoJsyx,2813665369,2813665369,0,3466,59,62,1157386.779661017,43629,8691229,1107489.4516129033,43629,8691229,3088283,53109.81034482759,452,304318,50282.37704918033,0,309532,1055,456,11
9810,bc1qv5wxqnhslra38kar7dmamnr0j0a68tqr4pg6s3,57465128,0,57465128,1,1,1,57465128.0,57465128,57465128,0.0,0,0,0,0.0,0,0,0.0,0,0,1,2,11
9811,3KjXNKnLRCCJUVQxtoiXkEpWXUV6PpyBwS,42963168,38368881,4594287,38,22,16,1952871.2727272727,235678,11427253,2398055.0625,283999,11427253,21354604,1016885.9047619047,55067,4831438,1212681.4,4211,4819188,7203,118,11
9812,35tBDUpjrPZAxcdTu7fRK5imEwf3P3kvYY,8462570,8462570,0,170,49,65,84541.28571428571,29075,179458,91436.56923076924,29075,240988,3433059,66950.41666666667,391,527161,53641.546875,0,587089,1144,62,11
9813,bc1qvhaaprajwawwzsketu2lefzddxyf832jfqdslk,3235365,3235365,0,2,1,1,3235365.0,3235365,3235365,3235365.0,3235365,3235365,186,0.0,0,0,0.0,0,0,2,201,11
9814,bc1qx3xrzfcu3fq8ckrwtk77qaztu7jsl7kyt46ndv,227853,227853,0,101,96,97,2349.0,2349,2349,2349.0,2349,2349,1148537,1697.5052631578947,79,77837,10354.6875,0,579606,107,4,11
9815,bc1q25z93xvckjdf9472synf078nwhf6na5arqd9hv,663681321,663601917,79404,138,81,81,6746357.839506173,11555,30879769,6759937.728395062,11555,30879769,4923865,61548.3125,15,1413348,61548.3125,0,1412520,24,505,11
9816,142LuLRxB48LuiuicK5SyZwEHzDn5sDgqz,180112044792,180107953611,4091181,21366,68,64,1158709.1617647058,50159,9928886,1173274.828125,50159,9928886,2494191,37226.73134328358,69,175775,37772.5873015873,0,218402,237,6859,11
9817,1BiYdMggQNCszFZkFHM685y7dcFX8oDpQx,12908450,12908450,0,38,22,22,586747.7272727273,20000,1516393,586747.7272727273,20000,1516393,6311546,299846.1904761905,0,1955545,298678.71428571426,0,1929175,1611,102,11
9818,bc1qxwq86y6wj9wvywq4rl300ywxwytvv8fau2pk0k,16049,16049,0,2,1,1,16049.0,16049,16049,16049.0,16049,16049,2185710,0.0,0,0,0.0,0,0,7,2,11
9819,bc1qcyngzxxs7a77d43ece8zlmknwtmp0ke4cuw3dq,2209927,2209927,0,2,1,1,2209927.0,2209927,2209927,2209927.0,2209927,2209927,128693,0.0,0,0,0.0,0,0,1,3,11
9820,12vM3L3Ca3hNoGBN814PhFPbWSLmSZB1gw,100600,100600,0,2,1,1,100600.0,100600,100600,100600.0,100600,100600,809688,0.0,0,0,0.0,0,0,3,2,11
9821,1GKLGdtiK6KBcuwS1pUBigh6z2wUepbi85,54059298,54059298,0,2,1,1,54059298.0,54059298,54059298,54059298.0,54059298,54059298,27338,0.0,0,0,0.0,0,0,1,3,11
9822,1Dp6g8mkDyN7v7zwALimG6mCA2SfgNNhp4,1189356,1189356,0,2,1,1,1189356.0,1189356,1189356,1189356.0,1189356,1189356,1416,0.0,0,0,0.0,0,0,1,3,11
9823,1PAHdgCJzwobKB36BYwCaMG7R7iJKgtvsH,601370,601370,0,4,2,2,300685.0,262249,339121,300685.0,262249,339121,523416,0.0,0,0,0.0,0,0,2,1892,11
9824,bc1qeu342yz4msd4d5ujku0kcpzv9xmu4mm6xhsj90,1053835,1053835,0,2,1,1,1053835.0,1053835,1053835,1053835.0,1053835,1053835,5356,0.0,0,0,0.0,0,0,6,8,11
9825,bc1ql5epywh25qfwej0s4msmc06ws9dwyqf583xpty,279997047,279997047,0,460,55,55,1782251.2727272727,68999,18724714,1782251.2727272727,68999,18724714,9838567,182178.07407407407,0,992899,181769.7037037037,0,992651,64,2943,11
9826,32urHFSWj5jUPqAPBxdKH7Rthau6pT86gj,140678,140678,0,2,1,1,140678.0,140678,140678,140678.0,140678,140678,7026,0.0,0,0,0.0,0,0,6,3,11
9827,bc1q6n0ajr8nrnlts0vavk750e3s3q66fwe7d4fx9a,591421,591421,0,2,1,1,591421.0,591421,591421,591421.0,591421,591421,2484,0.0,0,0,0.0,0,0,1,2,11
9828,bc1qcg77j06l0zjlgp7kep9tqu348dmdw2t4ghnv4w,67353499,67353499,0,2,1,1,67353499.0,67353499,67353499,67353499.0,67353499,67353499,18215,0.0,0,0,0.0,0,0,1,3,11
9829,12f1cUQG6ZrYMPuFQX5PfqnbZ9QxfwrQzT,58055202,58055202,0,330,51,51,450656.29411764705,12491,7996866,450656.29411764705,12491,7996866,5647512,112695.86,1449,807294,112918.02,0,776173,219,360,11
9830,12gBLazp2BWrZW9c6RLQyBHZ3u9NZx8fq5,10305774,10305774,0,41,22,22,468444.2727272727,115000,2601494,468444.2727272727,115000,2601494,22030033,1048909.6666666667,683,3360802,1048925.0952380951,0,3496128,34,844,11
9831,bc1q9vqfy8xy5pyggprwfg99la0twry9aus7609phn,30910,0,30910,1,1,1,30910.0,30910,30910,0.0,0,0,0,0.0,0,0,0.0,0,0,2,1,11
